Location,Price,Bathrooms,Car Parks,Size,Furnishing,Type,No_of_Bedrooms,No_of_servant_rooms,studio_apartment,Property Type Supergroup,type,size_type
Jalan Ipoh,600000,2,1,1010.01,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Jalan Ipoh,605000,2,1,911.011,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Bukit Jalil,1200000,3,2,1679.079,Unfurnished,Built-up,4,0,0,Condominium,Gold,Large
Jalan Sultan Ismail,1050000,2,1,1290.09,Fully Furnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
Kuchai Lama,310000,2,1,1067.067,Partly Furnished,Land area,3,0,0,Condominium,Bronze,Medium
Bukit Jalil,1040000,2,2,1245.045,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Keramat,340000,1,1,807.007,Partly Furnished,Built-up,2,1,0,Condominium,Bronze,Small
Kepong,520000,2,2,1030.03,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Bangsar,16500000,5,4,20000.0,Fully Furnished,Land area,6,0,0,Bungalow,Deluxe,Extra Large
Sri Hartamas,520000,2,1,947.047,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Bangsar South,352000,2,1,605.005,Partly Furnished,Built-up,2,1,0,Apartment,Bronze,Small
Bangsar South,618000,2,1,721.021,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Small
Bangsar South,605000,2,1,721.021,Partly Furnished,Built-up,2,1,0,Apartment,Bronze,Small
Bangsar South,348000,1,1,452.052,Partly Furnished,Built-up,1,1,0,Apartment,Bronze,Small
Jalan Klang Lama (Old Klang Road),370000,2,1,960.06,Fully Furnished,Built-up,3,1,0,Apartment,Bronze,Small
Sentul,850000,3,1,1186.086,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Kepong,397000,3,2,1027.027,Unfurnished,Built-up,3,1,0,Condominium,Bronze,Medium
Cheras,350000,2,1,780.08,Partly Furnished,Built-up,3,0,0,Apartment,Bronze,Small
Setapak,450000,2,1,1272.072,Partly Furnished,Built-up,4,0,0,Condominium,Bronze,Medium
Sentul,333000,2,1,650.05,Partly Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
KLCC,1600000,4,2,1756.056,Unfurnished,Built-up,3,1,0,Condominium,Gold,Large
Sri Hartamas,3000000,6,3,3466.066,Fully Furnished,Built-up,4,1,0,Condominium,Gold,Large
Sri Hartamas,3000000,6,3,3983.083,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Extra Large
Sri Hartamas,3150000,6,3,0.0,Fully Furnished,Land area,4,1,0,Condominium,Gold,Small
Sri Hartamas,3600000,6,3,3983.083,Partly Furnished,Built-up,4,1,0,Condominium,Deluxe,Extra Large
Mont Kiara,2600000,6,2,3400.0,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Mont Kiara,4600000,5,3,4460.06,Fully Furnished,Land area,5,1,0,Semi-detached House,Deluxe,Extra Large
Mont Kiara,2100000,5,3,2648.048,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Taman Melawati,1400000,4,4,3638.038,Partly Furnished,Land area,5,1,0,Terrace/Link House,Gold,Large
Bandar Menjalara,998000,3,3,51.08,Fully Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
KLCC,2580000,5,3,3109.009,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Taman Melawati,3550000,6,4,6360.06,Partly Furnished,Land area,4,2,0,Bungalow,Deluxe,Extra Large
KLCC,2999000,5,2,2537.037,Fully Furnished,Built-up,3,1,0,Serviced Residence,Gold,Large
Cheras,580000,2,1,910.01,Fully Furnished,Built-up,4,0,0,Condominium,Bronze,Small
KLCC,950000,2,1,1348.048,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
KLCC,890000,2,1,1149.049,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Medium
Cheras,535000,2,1,900.0,Partly Furnished,Land area,3,0,0,Condominium,Bronze,Small
Jalan Klang Lama (Old Klang Road),165000,1,1,540.04,Unfurnished,Built-up,2,0,0,Flat,Bronze,Small
Segambut,520000,2,1,713.013,Partly Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
KLCC,3600000,4,3,3897.097,Fully Furnished,Built-up,3,1,0,Serviced Residence,Deluxe,Extra Large
Jalan Klang Lama (Old Klang Road),400000,2,1,1370.07,Unfurnished,Land area,3,0,0,Condominium,Bronze,Medium
Cheras,365000,2,1,936.036,Partly Furnished,Land area,3,0,0,Condominium,Bronze,Small
Sentul,380000,3,1,1030.03,Partly Furnished,Built-up,4,0,0,Condominium,Bronze,Medium
Jalan Sultan Ismail,520000,1,1,630.03,Fully Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Other,2500000,7,3,51.075,Unfurnished,Land area,6,0,0,Terrace/Link House,Gold,Small
Taman Melawati,2500000,7,3,51.075,Unfurnished,Land area,6,0,0,Terrace/Link House,Gold,Small
Keramat,1500000,4,1,1800.0,Fully Furnished,Built-up,3,0,0,Condominium,Gold,Large
Keramat,1350000,3,1,1690.09,Partly Furnished,Built-up,3,0,0,Condominium,Gold,Large
Setapak,580000,3,1,1408.008,Fully Furnished,Built-up,4,0,0,Condominium,Bronze,Medium
Kepong,680000,4,4,1430.03,Partly Furnished,Built-up,4,0,0,Terrace/Link House,Silver,Large
Jalan Klang Lama (Old Klang Road),370000,2,1,775.075,Fully Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Bukit Jalil,679000,3,2,1325.025,Unfurnished,Built-up,3,1,0,Condominium,Silver,Medium
Setapak,895000,3,2,2452.052,Fully Furnished,Built-up,5,1,0,Serviced Residence,Silver,Large
Mont Kiara,2680000,6,3,2767.067,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Mont Kiara,2590000,6,3,2702.002,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Mont Kiara,2622000,6,3,2767.067,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Mont Kiara,1900000,4,2,1830.03,Partly Furnished,Built-up,3,2,0,Condominium,Gold,Large
Segambut,948500,4,2,1788.088,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Large
KLCC,2700000,1,1,1076.076,Partly Furnished,Built-up,1,1,0,Serviced Residence,Gold,Medium
Mont Kiara,2838000,6,3,2702.002,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Ampang,590000,1,1,781.081,Partly Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Jalan Klang Lama (Old Klang Road),400000,2,2,950.05,Fully Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
Jalan Klang Lama (Old Klang Road),720000,3,3,1288.088,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Ampang,3600000,8,4,6000.0,Unfurnished,Land area,6,1,0,Bungalow,Deluxe,Extra Large
Ampang,950000,3,1,1571.071,Partly Furnished,Built-up,3,1,0,Serviced Residence,Silver,Large
Cheras,3200000,7,4,62.585,Partly Furnished,Land area,6,0,0,Semi-detached House,Gold,Small
KLCC,2800000,5,2,3502.002,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Sri Petaling,1360000,3,6,62.08,Partly Furnished,Land area,5,0,0,Terrace/Link House,Gold,Small
KLCC,1900000,1,1,1100.0,Fully Furnished,Built-up,2,0,0,Serviced Residence,Gold,Medium
Bukit Jalil,650000,1,1,721.021,Partly Furnished,Built-up,1,1,0,Serviced Residence,Silver,Small
Setapak,1300000,5,4,50.08,Unfurnished,Land area,5,0,0,Terrace/Link House,Gold,Small
Mont Kiara,650000,2,1,1248.048,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Taman Desa,490000,2,1,715.015,Partly Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Mont Kiara,680000,2,2,913.013,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Mont Kiara,620000,1,1,743.043,Fully Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
KLCC,850000,1,1,872.072,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Pantai,440000,2,1,1039.039,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Jalan Klang Lama (Old Klang Road),410000,2,1,750.05,Fully Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Dutamas,390000,1,1,646.046,Unfurnished,Built-up,1,1,0,Serviced Residence,Bronze,Small
Setapak,390000,2,1,819.019,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
KLCC,2450000,2,1,1051.051,Fully Furnished,Built-up,2,0,0,Serviced Residence,Gold,Medium
KLCC,1250000,1,1,636.036,Fully Furnished,Built-up,1,0,0,Serviced Residence,Gold,Small
KL City,1800000,3,1,1157.057,Partly Furnished,Built-up,3,0,0,Serviced Residence,Gold,Medium
Bukit Jalil,634777,2,2,1450.05,Partly Furnished,Built-up,2,1,0,Condominium,Silver,Large
Mont Kiara,1800000,4,3,2174.074,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Bukit Jalil,800000,2,2,1843.043,Partly Furnished,Built-up,3,1,0,Condominium,Silver,Large
KL City,968000,1,1,561.061,Partly Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
Bukit Bintang,860000,2,2,837.037,Partly Furnished,Built-up,1,1,0,Serviced Residence,Silver,Small
Desa ParkCity,1999999,4,3,2530.03,Partly Furnished,Built-up,3,1,0,Terrace/Link House,Gold,Large
KLCC,3890000,4,2,2294.094,Fully Furnished,Built-up,3,1,0,Condominium,Deluxe,Large
Cheras,430000,2,2,850.05,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Small
Segambut,990000,2,2,2933.033,Unfurnished,Land area,4,0,0,Terrace/Link House,Silver,Large
KLCC,1900000,2,1,976.076,Fully Furnished,Built-up,2,0,0,Condominium,Gold,Small
Setapak,450000,2,2,1227.027,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Taman Desa,2380000,5,2,2600.0,Fully Furnished,Land area,4,1,0,Semi-detached House,Gold,Large
Kepong,480000,2,1,29.545,Partly Furnished,Land area,3,0,0,Terrace/Link House,Bronze,Small
KLCC,2208000,3,1,2208.008,Fully Furnished,Built-up,4,0,0,Serviced Residence,Gold,Large
Bandar Tasik Selatan,890000,3,2,1800.0,Partly Furnished,Built-up,4,0,0,Terrace/Link House,Silver,Large
Kuchai Lama,379000,2,1,1027.027,Fully Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
KL Eco City,1380000,2,1,1119.019,Partly Furnished,Built-up,2,0,0,Condominium,Gold,Medium
KL Eco City,878400,1,1,732.032,Partly Furnished,Built-up,1,1,0,Condominium,Silver,Small
Bangsar South,510000,2,1,900.0,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Small
Desa ParkCity,550000,1,1,700.0,Fully Furnished,Built-up,1,0,0,Condominium,Bronze,Small
Desa ParkCity,1100000,3,2,1378.078,Partly Furnished,Built-up,2,1,0,Condominium,Silver,Medium
Jalan Klang Lama (Old Klang Road),700000,2,1,704.004,Fully Furnished,Built-up,2,0,0,Condominium,Silver,Small
Taman Desa,499000,2,1,715.015,Partly Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Setapak,600000,2,2,1012.012,Fully Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Medium
Setapak,600000,2,2,1281.081,Fully Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Medium
KLCC,1300000,1,1,925.025,Fully Furnished,Built-up,1,0,0,Serviced Residence,Gold,Small
Segambut,740000,3,2,1250.05,Unfurnished,Built-up,3,1,0,Condominium,Silver,Medium
Segambut,620000,2,2,1019.019,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Medium
Segambut,750000,3,2,1300.0,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Medium
Kuchai Lama,440000,2,2,1075.075,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Medium
Segambut,786000,3,2,1295.095,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Kepong,1400000,3,2,54.575,Unfurnished,Land area,4,0,0,Terrace/Link House,Gold,Small
Segambut,837000,3,3,1614.014,Partly Furnished,Built-up,4,0,0,Condominium,Silver,Large
Jalan Klang Lama (Old Klang Road),3300,4,2,1875.075,Partly Furnished,Built-up,3,1,0,Condominium,Bronze,Large
Jalan Klang Lama (Old Klang Road),1500000,4,3,2638.038,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Kuchai Lama,750000,2,2,1450.05,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Large
Bukit Bintang,1320000,2,2,1555.055,Fully Furnished,Built-up,3,0,0,Serviced Residence,Gold,Large
KLCC,1200000,2,1,744.044,Fully Furnished,Land area,3,0,0,Serviced Residence,Gold,Small
Sungai Besi,578000,2,2,1127.027,Fully Furnished,Land area,3,0,0,Condominium,Bronze,Medium
Sri Petaling,1250000,4,2,51.08,Fully Furnished,Land area,5,0,0,Terrace/Link House,Gold,Small
Cheras,1180000,5,2,60.075,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Jalan Klang Lama (Old Klang Road),386000,2,1,1119.019,Fully Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Sentul,1550000,3,2,1707.007,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Kepong,488000,2,2,45.07,Partly Furnished,Land area,3,0,0,Townhouse,Bronze,Small
Cheras,2700000,5,4,10500.0,Partly Furnished,Land area,5,0,0,Bungalow,Gold,Extra Large
Setapak,660000,2,2,1500.0,Unfurnished,Built-up,4,0,0,Condominium,Silver,Large
KLCC,495000,1,1,491.091,Fully Furnished,Built-up,0,0,1,Serviced Residence,Bronze,Small
Jalan Klang Lama (Old Klang Road),629999,4,2,1368.068,Unfurnished,Built-up,4,0,0,Condominium,Silver,Medium
Jalan Klang Lama (Old Klang Road),585000,2,1,852.052,Unfurnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Setapak,800000,3,2,48.575,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Mont Kiara,1880000,4,2,1830.03,Partly Furnished,Built-up,4,1,0,Condominium,Gold,Large
Wangsa Maju,480000,2,2,1150.05,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Cheras,1350000,4,2,2059.059,Unfurnished,Built-up,4,1,0,Condominium,Gold,Large
Bandar Menjalara,668000,3,3,35.555,Fully Furnished,Land area,3,0,0,Terrace/Link House,Silver,Small
Sri Hartamas,655000,1,1,657.057,Fully Furnished,Built-up,0,0,1,Serviced Residence,Silver,Small
Keramat,1250000,3,1,1690.09,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
Keramat,880000,3,1,1690.09,Fully Furnished,Built-up,3,1,0,Condominium,Silver,Large
Segambut,730000,3,2,1298.098,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
KLCC,1550000,2,1,971.071,Partly Furnished,Built-up,3,0,0,Condominium,Gold,Small
KL City,776000,2,1,845.045,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Small
KL City,760770,2,1,843.043,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Small
KL City,690050,1,1,697.097,Partly Furnished,Built-up,2,0,0,Condominium,Silver,Small
KLCC,1455000,2,1,867.067,Partly Furnished,Built-up,2,0,0,Condominium,Gold,Small
KLCC,1110000,1,1,630.03,Partly Furnished,Built-up,1,0,0,Condominium,Silver,Small
KLCC,1120000,1,1,689.089,Partly Furnished,Built-up,1,0,0,Condominium,Silver,Small
KLCC,1110000,1,1,689.089,Partly Furnished,Built-up,1,0,0,Condominium,Silver,Small
Bukit Jalil,600000,2,2,1069.069,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
KLCC,8688000,4,3,3218.018,Partly Furnished,Built-up,3,1,0,Condominium,Deluxe,Large
KLCC,1479880,1,1,872.072,Partly Furnished,Built-up,2,0,0,Serviced Residence,Gold,Small
Ampang Hilir,3560000,4,2,3552.052,Partly Furnished,Built-up,4,0,0,Condominium,Deluxe,Large
KLCC,4000000,2,2,1722.022,Partly Furnished,Built-up,2,0,0,Condominium,Deluxe,Large
KLCC,5480000,3,2,2110.01,Partly Furnished,Built-up,3,0,0,Condominium,Deluxe,Large
KLCC,1630000,2,1,991.091,Partly Furnished,Built-up,2,0,0,Condominium,Gold,Medium
Ampang Hilir,3270000,4,2,3563.063,Partly Furnished,Built-up,4,0,0,Condominium,Gold,Large
Ampang Hilir,4544800,4,2,4047.047,Partly Furnished,Built-up,4,0,0,Condominium,Deluxe,Extra Large
KLCC,900000,2,1,990.09,Partly Furnished,Built-up,1,0,0,Serviced Residence,Silver,Medium
KLCC,830000,2,1,969.069,Partly Furnished,Built-up,1,1,0,Serviced Residence,Silver,Small
KLCC,688800,1,1,689.089,Fully Furnished,Built-up,0,0,1,Serviced Residence,Silver,Small
KLCC,650000,1,1,625.025,Fully Furnished,Built-up,0,0,1,Serviced Residence,Silver,Small
KLCC,950000,3,1,1055.055,Fully Furnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
KLCC,1199000,3,1,1378.078,Partly Furnished,Built-up,3,1,0,Serviced Residence,Gold,Medium
Sri Hartamas,395000,1,1,500.0,Unfurnished,Built-up,0,0,1,Serviced Residence,Bronze,Small
Segambut,1100000,3,2,1900.0,Partly Furnished,Built-up,4,0,0,Terrace/Link House,Silver,Large
Kepong,680000,2,2,45.57,Partly Furnished,Land area,3,0,0,Terrace/Link House,Silver,Small
Kepong,650000,3,2,41.06,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Kepong,1350000,4,2,45.07,Partly Furnished,Land area,5,1,0,Terrace/Link House,Gold,Small
Kepong,1250000,5,2,45.07,Partly Furnished,Land area,6,0,0,Terrace/Link House,Gold,Small
Cheras,12000000,4,2,48.575,Unfurnished,Land area,4,0,0,Terrace/Link House,Deluxe,Small
Bukit Jalil,438000,2,1,996.096,Fully Furnished,Built-up,2,1,0,Apartment,Bronze,Medium
Bukit Jalil,485000,2,1,1116.016,Fully Furnished,Built-up,3,0,0,Apartment,Bronze,Medium
Bukit Jalil,498000,2,2,1008.008,Partly Furnished,Built-up,2,1,0,Apartment,Bronze,Medium
Taman Desa,2500,2,1,1260.06,Fully Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Sri Petaling,750000,2,1,1297.097,Partly Furnished,Built-up,3,1,0,Serviced Residence,Silver,Medium
Sri Petaling,680000,2,2,1279.079,Fully Furnished,Land area,3,1,0,Serviced Residence,Silver,Medium
Bangsar,5950000,4,4,7168.068,Partly Furnished,Land area,7,1,0,Bungalow,Deluxe,Extra Large
Sri Petaling,430000,2,1,935.035,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Small
Setiawangsa,610000,2,2,1196.096,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Bangsar South,1421100,2,2,1441.041,Partly Furnished,Built-up,3,0,0,Serviced Residence,Gold,Large
Cheras,515000,2,1,736.036,Partly Furnished,Built-up,2,0,0,Serviced Residence,Bronze,Small
Bangsar South,728000,1,1,649.049,Partly Furnished,Built-up,1,0,0,Serviced Residence,Silver,Small
KLCC,1530000,1,1,850.05,Fully Furnished,Built-up,1,1,0,Serviced Residence,Gold,Small
Jalan Klang Lama (Old Klang Road),350000,2,1,935.035,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Small
Taman Desa,500000,2,1,715.015,Unfurnished,Land area,2,0,0,Serviced Residence,Bronze,Small
Jalan Klang Lama (Old Klang Road),720000,2,2,1092.092,Fully Furnished,Built-up,4,0,0,Condominium,Silver,Medium
Jalan Klang Lama (Old Klang Road),660000,2,1,1112.012,Unfurnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
Jalan Klang Lama (Old Klang Road),668000,2,1,1112.012,Unfurnished,Built-up,2,1,0,Serviced Residence,Silver,Medium
Bukit Jalil,4500000,9,4,8202.002,Partly Furnished,Land area,6,1,0,Bungalow,Deluxe,Extra Large
Bukit Jalil,3600000,7,3,5400.0,Partly Furnished,Land area,9,0,0,Bungalow,Deluxe,Extra Large
Bukit Jalil,1800000,5,2,5248.048,Partly Furnished,Land area,6,0,0,Bungalow,Gold,Extra Large
Bukit Jalil,3900000,8,3,5800.0,Unfurnished,Land area,6,1,0,Bungalow,Deluxe,Extra Large
Bukit Jalil,3800000,9,4,8746.046,Unfurnished,Land area,7,0,0,Bungalow,Deluxe,Extra Large
KLCC,4330000,2,3,1668.068,Fully Furnished,Built-up,2,1,0,Serviced Residence,Deluxe,Large
KLCC,2400000,2,1,1076.076,Fully Furnished,Built-up,1,1,0,Serviced Residence,Gold,Medium
KLCC,2400000,2,1,1087.087,Fully Furnished,Built-up,1,1,0,Serviced Residence,Gold,Medium
Jalan Klang Lama (Old Klang Road),715000,2,2,1016.016,Fully Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Jalan Klang Lama (Old Klang Road),385000,2,1,775.075,Fully Furnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Kepong,1450000,5,3,45.07,Partly Furnished,Land area,6,0,0,Terrace/Link House,Gold,Small
Desa ParkCity,988000,2,2,1378.078,Fully Furnished,Built-up,2,1,0,Condominium,Silver,Medium
Sentul,420000,1,1,689.089,Unfurnished,Built-up,1,0,0,Serviced Residence,Bronze,Small
Setiawangsa,900000,3,2,47.575,Fully Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Wangsa Maju,510000,2,1,1267.067,Unfurnished,Land area,3,0,0,Condominium,Bronze,Medium
Cheras,870000,3,2,48.575,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
Setapak,480000,2,1,1066.066,Fully Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
KLCC,1830000,2,1,1325.025,Fully Furnished,Built-up,2,1,0,Serviced Residence,Gold,Medium
KLCC,2113800,3,1,1626.026,Fully Furnished,Built-up,5,0,0,Serviced Residence,Gold,Large
Desa ParkCity,1300000,2,2,1421.021,Partly Furnished,Built-up,3,0,0,Condominium,Gold,Large
Desa ParkCity,2890000,5,2,3000.0,Unfurnished,Built-up,3,1,0,Terrace/Link House,Gold,Large
Mont Kiara,2100000,4,2,2400.0,Fully Furnished,Built-up,3,1,0,Condominium,Gold,Large
City Centre,2300000,3,2,1614.014,Fully Furnished,Built-up,3,0,0,Serviced Residence,Gold,Large
Mont Kiara,1350000,2,2,1200.0,Partly Furnished,Built-up,2,1,0,Condominium,Gold,Medium
KL Eco City,855000,1,1,710.01,Fully Furnished,Built-up,1,0,0,Condominium,Silver,Small
Bukit Jalil,720000,2,3,1371.071,Fully Furnished,Built-up,4,0,0,Condominium,Silver,Medium
Segambut,980000,2,2,1319.019,Partly Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Segambut,1280000,4,2,1788.088,Partly Furnished,Built-up,3,1,0,Condominium,Gold,Large
Segambut,620000,2,2,1155.055,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Bukit Jalil,585000,2,2,1072.072,Unfurnished,Built-up,3,0,0,Condominium,Bronze,Medium
Bandar Tasik Selatan,1450000,6,4,58.07,Partly Furnished,Land area,8,0,0,Terrace/Link House,Gold,Small
Jalan Kuching,3300,5,2,2190.09,Partly Furnished,Built-up,4,1,0,Condominium,Bronze,Large
Ampang,780000,2,1,850.05,Fully Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Mont Kiara,3300000,5,3,3000.0,Fully Furnished,Built-up,4,1,0,Condominium,Gold,Large
Jalan Kuching,420000,2,1,1050.05,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
Bandar Menjalara,450000,2,1,1076.076,Partly Furnished,Built-up,3,1,0,Condominium,Bronze,Medium
KLCC,1100000,2,1,1182.082,Fully Furnished,Built-up,3,0,0,Condominium,Silver,Medium
KLCC,990000,2,1,1182.082,Fully Furnished,Built-up,3,0,0,Condominium,Silver,Medium
Brickfields,285000,1,1,250.05,Fully Furnished,Built-up,0,0,1,Condominium,Bronze,Small
Brickfields,295000,1,1,250.05,Fully Furnished,Built-up,0,0,1,Condominium,Bronze,Small
Bangsar South,650000,2,1,807.007,Partly Furnished,Built-up,2,0,0,Serviced Residence,Silver,Small
Sri Petaling,370000,3,2,770.07,Partly Furnished,Land area,2,0,0,Terrace/Link House,Bronze,Small
Cheras,658000,2,1,1482.082,Unfurnished,Built-up,3,1,0,Condominium,Silver,Large
Kepong,938000,3,2,52.585,Partly Furnished,Land area,4,0,0,Terrace/Link House,Silver,Small
KL City,440000,2,1,1065.065,Partly Furnished,Built-up,3,1,0,Condominium,Bronze,Medium
Setapak,500000,2,1,1018.018,Partly Furnished,Built-up,3,0,0,Serviced Residence,Bronze,Medium
Setapak,635000,2,2,1303.003,Partly Furnished,Built-up,3,0,0,Serviced Residence,Silver,Medium
Setapak,510000,2,2,1075.075,Partly Furnished,Built-up,3,0,0,Condominium,Bronze,Medium
